,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
570,Delivery,2023/BZP 00002670,True,Dostawa 1 szt. fabrycznie nowego samochodu osobowego z napędem hybrydowym typu plug-in.,34110000-1 (Samochody osobowe),"{'6.2.)': 191000.0, '6.3.)': 191000.0, '6.4.)': 191000.0, '8.2.)': 191000.0}",1
572,Works,2023/BZP 00002677,True,"Rozbudowa Szkoły Podstawowej nr 8 w Dębicy o salę gimnastyczną 
i pomieszczenia dydaktyczne",45212222-8 (Roboty budowlane związane z salami gimnastycznymi),"{'6.2.)': 4595903.0, '6.3.)': 5474599.31, '6.4.)': 4595903.0, '8.2.)': 4595903.0}",1
574,Services,2023/BZP 00002684,True,Utrzymanie i konserwacja terenów zieleni miejskiej i parkowej na terenie miasta Gołdap,"77313000-7 (Usługi utrzymania parków),77310000-6 (Usługi sadzenia roślin oraz utrzymania terenów zielonych),77314100-5 (Usługi w zakresie trawników),90610000-6 (Usługi sprzątania i zamiatania ulic),90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń),90513200-8 (Usługi wywozu stałych odpadów miejskich),90512000-9 (Usługi transportu odpadów)","{'4.5.5.)': 98870.41, '6.2.)': 133369.6, '6.3.)': 133369.6, '6.4.)': 133369.6, '8.2.)': 133369.6}",2
576,Services,2023/BZP 00002688,True,Dowóz  i  odwóz uczniów w tym uczniów niepełnosprawnych wraz z opieką  zapewnioną przez przewoźnika  do placówek oświatowych na terenie miasta i gminy Skaryszew.,"60100000-9 (Usługi w zakresie transportu drogowego),60172000-4 (Wynajem autobusów i autokarów wraz z kierowcą),60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób),60140000-1 (Nieregularny transport osób)","{'4.5.5.)': 588116.0, '6.2.)': 213217.92, '6.3.)': 213217.92, '6.4.)': 213217.92, '8.2.)': 213217.92}",2
578,Delivery,2023/BZP 00002700,True,DOSTAWA PIERWSZEGO WYPOSAŻENIA CEL MIESZKALNYCH PAWILONU PENITENCJARNEGO WZNOSZONEGO W RAMACH ZADANIA INWESTYCYJNEGO PN.: BUDOWA PAWILONU ZAKWATEROWANIA OSADZONYCH WRAZ Z INFR. TOW. W AŚ W KIELCACH,"39143110-0 (Łóżka i kanapy oraz specjalne meble tapicerowane),39121200-8 (Stoły),39173000-5 (Meble do przechowywania),39110000-6 (Siedziska, krzesła i produkty z nimi związane, i ich części),39150000-8 (Różne meble i wyposażenie),39224300-1 (Miotły i szczotki i inne artykuły do sprzątania w gospodarstwie domowym),39143112-4 (Materace)","{'6.2.)': 781613.36, '6.3.)': 781613.36, '6.4.)': 781613.36, '8.2.)': 781613.36}",1
579,Services,2023/BZP 00002716,True,Zimowe utrzymanie dróg na terenie Gminy Miedźno – część nr 1 zamówienia,"90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń)","{'4.3.)': 108400.5, '6.2.)': 84873.0, '6.3.)': 84873.0, '6.4.)': 84873.0, '8.2.)': 84873.0}",1
580,Services,2023/BZP 00002718,True,"Zagospodarowanie terenów zielonych w Gryfinie w ramach projektu ""Adaptacja do zmian klimatu poprzez rozwój zielonej i niebieskiej infrastruktury w Gryfinie”",77310000-6 (Usługi sadzenia roślin oraz utrzymania terenów zielonych),"{'4.3.)': 916770.85, '6.2.)': 838224.72, '6.3.)': 838224.72, '6.4.)': 838224.72, '8.2.)': 838224.72}",1
581,Services,2023/BZP 00002720,True,Ochrona nieruchomości Brzeskiego Centrum Kultury przy ul. Mlecznej 5 w 2023 roku,"79713000-5 (Usługi strażnicze),79710000-4 (Usługi ochroniarskie)","{'6.2.)': 151319.52, '6.3.)': 193444.56, '6.4.)': 151319.52, '8.2.)': 151319.52}",1
582,Delivery,2023/BZP 00002723,True,"""Dostawa  oleju opałowego lekkiego dla potrzeb grzewczych Młodzieżowego Ośrodka Wychowawczego w Polanowie do kotłowni olejowej mieszczącej się przy ul. Janusza Korczaka  4 w Polanowie"".",09135100-5 (Olej opałowy),"{'4.3.)': 248148.78, '6.2.)': 248800.0, '6.3.)': 257200.0, '6.4.)': 248800.0, '8.2.)': 248800.0}",1
583,Works,2023/BZP 00002724,True,"Wykonanie robót budowlanych oraz dostawa, rozmieszczenie i montaż wyposażenia w ramach zadania pn.: „Rozbudowa i doposażenie Centralnej Sterylizatorni (...)""","45210000-2 (Roboty budowlane w zakresie budynków),45215140-0 (Roboty budowlane w zakresie obiektów szpitalnych),45232460-4 (Roboty sanitarne),45300000-0 (Roboty instalacyjne w budynkach),33192000-2 (Meble medyczne),39100000-3 (Meble),39130000-2 (Meble biurowe),39141300-5 (Szafy),39131000-9 (Regały biurowe),39121100-7 (Biurka),39121200-8 (Stoły),39113200-9 (Taborety),34911100-7 (Wózki),39113000-7 (Różne siedziska i krzesła),39150000-8 (Różne meble i wyposażenie),39136000-4 (Wieszaki na odzież),34928480-6 (Pojemniki i kosze na odpady i śmieci),39514400-2 (Automatyczne zasobniki na ręczniki papierowe),39831700-3 (Automatyczne dozowniki mydła),38622000-1 (Lustra),39711100-0 (Chłodziarki i zamrażarki),32552110-1 (Telefony bezprzewodowe)","{'4.3.1)': 2938234.52, '6.2.)': 3950000.0, '6.3.)': 3950000.0, '6.4.)': 3950000.0, '8.2.)': 3950000.0}",1
584,Services,2023/BZP 00002729,True,"Wykonanie kompleksowych usług pralniczych na potrzeby Domu Pomocy Społecznej w (27-400) Ostrowcu Świętokrzyskim, ul. Grabowiecka 7 w 2023 roku","98310000-9 (Usługi prania i czyszczenia na sucho),98311000-6 (Usługi odbierania prania),98312000-3 (Usługi czyszczenia wyrobów włókienniczych),98315000-4 (Usługi prasowania),98311200-8 (Usługi prowadzenia pralni)","{'6.2.)': 196677.0, '6.3.)': 504300.0, '6.4.)': 196677.0, '8.2.)': 196677.0}",1
585,Services,2023/BZP 00002735,True,Usługi utrzymania czystości i porządku w obiektach Zarządu Dróg Wojewódzkich w Krakowie – z podziałem na części,90911200-8 (Usługi sprzątania budynków),"{'4.5.5.)': 56940.0, '6.2.)': 51832.8, '6.3.)': 128797.92, '6.4.)': 51832.8, '8.2.)': 51832.8}",5
586,Delivery,2023/BZP 00002742,True,"Zakup i dostarczenie z rozładunkiem i montażem fabrycznie nowego sprzętu sportowego dla KPP w Pułtusku, KPP w Węgrowie","37400000-2 (Artykuły i sprzęt sportowy),37442100-8 (Hantle),37440000-4 (Sprzęt do ćwiczeń fizycznych),37420000-8 (Sprzęt gimnastyczny)","{'4.3.)': 143966.85, '4.5.5.)': 4170.91, '6.2.)': 7500.0, '6.3.)': 8750.0, '6.4.)': 8750.0, '8.2.)': 8750.0}",3
588,Services,2023/BZP 00002764,True,Przeprowadzenie testu psychometrycznego kompetencji społecznych dla uczestników projektu „Aktywni Górą!”  w województwie śląskim.,85121270-6 (Usługi psychiatryczne lub psychologiczne),{},11
590,Services,2023/BZP 00002772,True,"Zakup karnetów uprawniających pracowników, emerytów i rencistów 
Uniwersytetu Mikołaja Kopernika w Toruniu, części toruńskiej i części bydgoskiej do korzystania z usług rekreacyjnych i sportowych.","92000000-1 (Usługi rekreacyjne, kulturalne i sportowe)","{'6.2.)': 1342320.0, '6.3.)': 1342320.0, '6.4.)': 1342320.0, '8.2.)': 1342320.0}",1
591,Services,2023/BZP 00002773,True,Ochrona osób i mienia w budynkach Pomorskiego Urzędu Wojewódzkiego w Gdańsku BL-I.272.13.2022,79710000-4 (Usługi ochroniarskie),"{'6.2.)': 769852.35, '6.3.)': 1202249.79, '6.4.)': 769852.35, '8.2.)': 769852.35}",1
592,Delivery,2023/BZP 00002779,True,Dostawa  środków i sprzętu do utrzymania czystości oraz artykułów higienicznych dla Politechniki Świętokrzyskiej.,"39800000-0 (Środki czyszczące i polerujące),33761000-2 (Papier toaletowy),33763000-6 (Ręczniki papierowe do rąk),39224000-8 (Miotły i szczotki i inne artykuły różnego rodzaju),19520000-7 (Produkty z tworzyw sztucznych),18424300-0 (Rękawice jednorazowe)","{'6.2.)': 90169.75, '6.3.)': 90169.75, '6.4.)': 90169.75, '8.2.)': 90169.75}",3
593,Delivery,2023/BZP 00002786,True,Prenumerata prasy dla administracji centralnej Uniwersytetu Warszawskiego na rok 2023,"22200000-2 (Gazety, dzienniki, czasopisma i magazyny)","{'4.3.)': 163023.64, '6.2.)': 122431.7, '6.3.)': 122431.7, '6.4.)': 122431.7, '8.2.)': 122431.7}",1
594,Delivery,2023/BZP 00002787,True,DOSTAWA (ZAKUP) SPRZĘTU MOBILNEGO W POSTACI NOTEBOOKÓW DLA PRACOWNIKÓW PROKURATURY OKRĘGOWEJ W KATOWICACH I PODLEGŁYCH JEJ JEDNOSTEK.,"30213100-6 (Komputery przenośne),30237200-1 (Akcesoria komputerowe),30237270-2 (Torby na komputery przenośne),30237410-6 (Myszka komputerowa)","{'4.3.1)': 503271.36, '4.5.5.)': 128784.29, '6.2.)': 173430.0, '6.3.)': 178337.7, '6.4.)': 173430.0, '8.2.)': 173430.0}",4
595,Delivery,2023/BZP 00002812,True,"Dostawa Tomografu optycznego, Aparatu USG oraz Polisomnografu","33100000-1 (Urządzenia medyczne),33112200-0 (Aparaty ultrasonograficzne),33124100-6 (Urządzenia diagnostyczne)","{'4.5.5.)': 80200.0, '6.2.)': 86616.0, '6.3.)': 86616.0, '6.4.)': 86616.0, '8.2.)': 86616.0}",3
596,Works,2023/BZP 00002824,True,Remont drogi gminnej w miejscowości Czeszów – dojazdowej do gruntów rolnych,45233142-6 (Roboty w zakresie naprawy dróg),"{'4.3.)': 223398.81, '6.2.)': 320785.97, '6.3.)': 367065.28, '6.4.)': 320785.97, '8.2.)': 320785.97}",1
597,Services,2023/BZP 00002828,True,"USŁUGA ŚWIADCZEŃ ZDROWOTNYCH W ZAKRESIE MEDYCYNY PRACY, ORZECZNICTWA ORAZ BADAŃ PROFILAKTYCZNYCH ORAZ DYSPANSERYZACJI ŻOŁNIERZY ZAWODOWYCH I PRACOWNIKÓW CYWILNYCH 31 WOG",85121000-3 (Usługi medyczne),"{'4.5.5.)': 841370.0, '6.2.)': 684970.0, '6.3.)': 684970.0, '6.4.)': 684970.0, '8.2.)': 684970.0}",2
598,Services,2023/BZP 00002829,True,"Świadczenie usług ochroniarskich dla potrzeb Urzędu Miasta Piotrkowa Trybunalskiego w 2023 i 2024 roku - Część 1, Część 2, Część 3, Część 4.",79710000-4 (Usługi ochroniarskie),"{'4.3.1)': 751788.6, '4.5.5.)': 47852.88, '6.2.)': 397055.83, '6.3.)': 511425.09, '8.2.)': 415613.87, '6.4.)': 398350.66}",2
599,Works,2023/BZP 00002837,True,Poprawa brd na przejściach dla pieszych na DK 35 w Rejonie we Wrocławiu,"45200000-9 (Roboty budowlane w zakresie wznoszenia kompletnych obiektów budowlanych lub ich części oraz roboty w zakresie inżynierii lądowej i wodnej),45233261-6 (Roboty budowlane w zakresie przejść dla pieszych),45316110-9 (Instalowanie urządzeń oświetlenia drogowego),45231400-9 (Roboty budowlane w zakresie budowy linii energetycznych),45233222-1 (Roboty budowlane w zakresie układania chodników i asfaltowania),45233200-1 (Roboty w zakresie różnych nawierzchni),71320000-7 (Usługi inżynieryjne w zakresie projektowania),71322000-1 (Usługi inżynierii projektowej w zakresie inżynierii lądowej i wodnej)","{'4.3.)': 1084494.78, '6.2.)': 925698.0, '6.3.)': 1391130.0, '6.4.)': 925698.0, '8.2.)': 925698.0}",1
600,Services,2023/BZP 00002839,True,Usługi z zakresu gospodarki leśnej na terenie Lasu Miejskiego w Olsztynie,"77200000-2 (Usługi leśnictwa),45236000-0 (Wyrównywanie terenu),45212140-9 (Obiekty rekreacyjne)","{'6.2.)': 641714.0, '6.3.)': 641714.0, '6.4.)': 641714.0, '8.2.)': 641714.0}",1
601,Delivery,2023/BZP 00002842,True,Sukcesywna dostawa artykułów żywnościowych do kuchni Szkoły Podstawowej im. Adama Mickiewicza w Skokach w roku 2023,"15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15113000-3 (Wieprzowina),15131130-5 (Wędliny),15131400-9 (Produkty wieprzowe),15112000-6 (Drób),15112100-7 (Świeży drób),15131135-0 (Wędliny drobiowe),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),15800000-6 (Różne produkty spożywcze),15830000-5 (Cukier i produkty pokrewne),15850000-1 (Produkty z ciasta makaronowego),15870000-7 (Przyprawy i przyprawy korzenne),15600000-4 (Produkty przemiału ziarna, skrobi i produktów skrobiowych),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15330000-0 (Przetworzone owoce i warzywa),03142500-3 (Jaja),15500000-3 (Produkty mleczarskie),15530000-2 (Masło),15331100-8 (Warzywa świeże lub mrożone),15331170-9 (Warzywa mrożone),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15896000-5 (Produkty głęboko mrożone),03100000-2 (Produkty rolnictwa i ogrodnictwa),03212100-1 (Ziemniaki),03221000-6 (Warzywa),03222000-3 (Owoce i orzechy)","{'4.3.)': 442526.9, '4.3.1)': 440314.05, '4.5.5.)': 89098.6, '6.2.)': 88511.74, '6.3.)': 119633.5, '6.4.)': 88511.74, '8.2.)': 88511.74}",6
603,Delivery,2023/BZP 00002853,True,Dostawa oleju opałowego,09135100-5 (Olej opałowy),"{'6.2.)': 394200.0, '6.3.)': 394200.0, '6.4.)': 394200.0, '8.2.)': 394200.0}",1
604,Services,2023/BZP 00002856,True,Konserwacja i eksploatacja stacji oraz sieci wodociągowych w gminie Chąśno w 2023 roku,"65130000-3 (Obsługa stacji wody),65100000-4 (Usługi przesyłu wody i podobne)","{'6.2.)': 904176.0, '6.3.)': 904176.0, '6.4.)': 904176.0, '8.2.)': 904176.0}",1
605,Services,2023/BZP 00002858,True,RDW w Zamościu Usługi konserwacji sygnalizacji świetlnych w 2023r.,50232200-2 (Usługi w zakresie konserwacji sygnalizacji ulicznej),"{'4.3.)': 693500.0, '4.3.1)': 24660.0, '6.2.)': 28560.0, '6.3.)': 34600.0, '6.4.)': 28560.0, '8.2.)': 28560.0}",1
606,Services,2023/BZP 00002859,True,"Zagospodarowanie w roku 2023, sukcesywnie dostarczanych Wykonawcy selektywnie zbieranych odpadów komunalnych o kodach 20 02 01 i 20 01 08","90500000-2 (Usługi związane z odpadami),90510000-5 (Usuwanie i obróbka odpadów),90514000-3 (Usługi recyklingu odpadów),90533000-2 (Usługi gospodarki odpadami)","{'4.3.)': 955355.94, '6.2.)': 981860.4, '6.3.)': 981860.4, '6.4.)': 981860.4, '8.2.)': 981860.4}",1
607,Services,2023/BZP 00002864,True,"Przewozy kurierskie, w tym przesyłki z materiałami egzaminacyjnymi dla Okręgowej Komisji Egzaminacyjnej w Jaworznie w 2023 roku",64120000-3 (Usługi kurierskie),{'4.3.)': 423784.85},1
608,Delivery,2023/BZP 00002866,True,Dostawa kalendarzy na rok 2023 r.,"22462000-6 (Materiały reklamowe),79342200-5 (Usługi w zakresie promocji)",{},1
609,Services,2023/BZP 00002867,True,Lotnicze ubezpieczenia Państwowej Akademii Nauk Stosowanych w Chełmie,"66510000-8 (Usługi ubezpieczeniowe),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66516200-2 (Usługi ubezpieczenia statków powietrznych od odpowiedzialności cywilnej),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków)","{'6.2.)': 294240.0, '6.3.)': 294240.0, '6.4.)': 294240.0, '8.2.)': 294240.0}",1
610,Delivery,2023/BZP 00002869,True,Dostawa z montażem mebli laboratoryjnych do Wydziału Chemii.,39180000-7 (Meble laboratoryjne),"{'4.3.)': 154471.54, '6.2.)': 143627.1, '6.3.)': 280160.74, '6.4.)': 156013.2, '8.2.)': 156013.2}",1
613,Services,2023/BZP 00002893,True,Świadczenie usług pocztowych na rzecz Zakładu Gospodarki Mieszkaniowej w Bielsku-Białej,"64110000-0 (Usługi pocztowe),64112000-4 (Usługi pocztowe dotyczące listów),64113000-1 (Usługi pocztowe dotyczące paczek)","{'6.2.)': 194499.8, '6.3.)': 194499.8, '6.4.)': 194499.8, '8.2.)': 194499.8}",1
616,Services,2023/BZP 00002910,True,Usługi dozoru i ochrony obiektów zlokalizowanych na terenie miasta Bytom w 2023 r. w podziale na zadania,"79710000-4 (Usługi ochroniarskie),98390000-3 (Inne usługi)","{'4.5.5.)': 37200.0, '6.2.)': 40590.0, '6.3.)': 40590.0, '6.4.)': 40590.0, '8.2.)': 40590.0}",2
617,Services,2023/BZP 00002912,True,„Wycinka drzew w parku Aleksandria” w ramach zadania „Rewaloryzacja zabytkowego Parku  Miejskiego Aleksandria w Siedlcach”,77211400-6 (Usługi wycinania drzew),"{'4.3.)': 42511.7, '6.2.)': 19116.0, '6.3.)': 109700.0, '6.4.)': 19116.0, '8.2.)': 19116.0}",1
618,Delivery,2023/BZP 00002913,True,„Dostawy mięsa drobiowego”,15112000-6 (Drób),"{'4.5.5.)': 36272.38, '6.2.)': 35956.0, '6.3.)': 35956.0, '6.4.)': 35956.0, '8.2.)': 35956.0}",5
619,Delivery,2023/BZP 00002934,True,"„Dostawa energii cieplnej (sprzedaż, przesyłanie i dystrybucja) do budynku Konińskiego Domu Kultury”","09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa),09320000-8 (Para, gorąca woda i podobne produkty)",{'8.2.)': 276800.0},1
620,Delivery,2023/BZP 00002938,True,D/68/2022 Zakup mebli dla różnych jednostek Uniwersytetu Opolskiego,39100000-3 (Meble),"{'4.5.5.)': 57000.0, '6.2.)': 75080.13, '6.3.)': 75080.13, '6.4.)': 75080.13, '8.2.)': 75080.13}",6
621,Services,2023/BZP 00002939,True,"Wykonanie usługi brakarskiej w zakresie określonym w Dokumentacji Projektowej z podziałem na 3 części zamówienia.
(pełna nazwa zamówienia w dokumentach SWZ)",77211300-5 (Usługi selekcji drzew),"{'4.3.1)': 76412.83, '4.5.5.)': 8133.33, '6.2.)': 6900.0, '6.3.)': 8270.85, '6.4.)': 6900.0, '8.2.)': 6900.0}",3
623,Works,2023/BZP 00002946,True,Przebudowa drogi gminnej w miejscowości Modrzejowice,"45000000-7 (Roboty budowlane),45233120-6 (Roboty w zakresie budowy dróg),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45233200-1 (Roboty w zakresie różnych nawierzchni)","{'6.2.)': 3618797.16, '6.3.)': 4276056.87, '6.4.)': 3618797.16, '8.2.)': 3618797.16}",1
625,Delivery,2023/BZP 00002955,True,„Usługa cateringowa dla dzieci i młodzieży przebywających w punktach opieki dziennej w Sopocie”,"55321000-6 (Usługi przygotowywania posiłków),55322000-3 (Usługi gotowania posiłków),55520000-1 (Usługi dostarczania posiłków)","{'4.3.)': 121440.0, '6.2.)': 136073.0, '6.3.)': 136073.0, '6.4.)': 136073.0, '8.2.)': 136073.0}",1
626,Works,2023/BZP 00002959,True,Uzbrojenie działek pod zabudowę mieszkaniową  przy ul. Klonowej w Baborowie,"45000000-7 (Roboty budowlane),45231300-8 (Roboty budowlane w zakresie budowy wodociągów i rurociągów do odprowadzania ścieków)","{'6.2.)': 531415.93, '6.3.)': 890936.23, '6.4.)': 531415.93, '8.2.)': 531415.93}",1
627,Delivery,2023/BZP 00002965,True,"Dostawa przecinarki metalograficznej i  automatu polerskiego do zgładów metalograficznych dla Wydziału Mechanicznego 
Politechniki Wrocławskiej",38500000-0 (Aparatura kontrolna i badawcza),"{'4.3.1)': 205800.1, '6.2.)': 202335.0, '6.3.)': 272260.5, '6.4.)': 202335.0, '8.2.)': 202335.0}",1
628,Services,2023/BZP 00002968,True,Usługa sprzątania w Warszawie i w Łodzi,"90910000-9 (Usługi sprzątania),90911300-9 (Usługi czyszczenia okien)","{'4.3.1)': 734632.16, '4.5.5.)': 176437.42, '6.2.)': 165834.0, '6.3.)': 270139.73, '6.4.)': 165834.0, '8.2.)': 165834.0}",2
629,Services,2023/BZP 00002973,True,Bieżące utrzymanie gminnych dróg wraz z infrastrukturą przystankową (...); nadzór nad pracownikami (...); konserwacja i drobne naprawy na obiektach gminnych; usługi transportowe (...),"50800000-3 (Różne usługi w zakresie napraw i konserwacji),45233142-6 (Roboty w zakresie naprawy dróg),90620000-9 (Usługi odśnieżania),90612000-0 (Usługi zamiatania ulic),63712100-4 (Usługi w zakresie obsługi dworców i przystanków autobusowych)",{'8.2.)': 200000.0},1
630,Services,2023/BZP 00002982,False,"Utrzymanie czystości i porządku, prowadzenie akcji zimowej w granicach administracyjnych miasta Oświęcim w 2023 roku.","90620000-9 (Usługi odśnieżania),77312000-0 (Usługi usuwania chwastów),90511300-5 (Usługi zbierania śmieci),85200000-1 (Usługi weterynaryjne),90000000-7 (Usługi odbioru ścieków, usuwania odpadów, czyszczenia/sprzątania i usługi ekologiczne),90612000-0 (Usługi zamiatania ulic),98300000-6 (Różne usługi),90611000-3 (Usługi sprzątania ulic),90630000-2 (Usługi usuwania oblodzeń)","{'4.3.)': 3584682.09, '6.2.)': 3837701.41, '6.3.)': 3837701.41, '6.4.)': 3837701.41, '8.2.)': 3837701.41}",1
631,Works,2023/BZP 00002986,True,"Modernizacja instalacji elektrycznej w budynku komunalnym przy ul. Fabrycznej 2 
w Łomiankach w ramach zadania: „Modernizacja budynków komunalnych” – zad. 2015/28.","45000000-7 (Roboty budowlane),45210000-2 (Roboty budowlane w zakresie budynków),45311200-2 (Roboty w zakresie instalacji elektrycznych),45310000-3 (Roboty instalacyjne elektryczne),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych)","{'6.2.)': 167969.29, '6.3.)': 283946.68, '6.4.)': 167969.29, '8.2.)': 167969.29}",1
632,Services,2023/BZP 00002987,True,Świadczenie usługi kompleksowego sprzątania nieruchomości mieszkalnych (teren zewnętrzny i klatki schodowe) zarządzanych przez Miejski Zarząd Budynków Mieszkalnych w Kaliszu w podziale na 5 części.,"90910000-9 (Usługi sprzątania),90911200-8 (Usługi sprzątania budynków),90611000-3 (Usługi sprzątania ulic),90612000-0 (Usługi zamiatania ulic),77314100-5 (Usługi w zakresie trawników),77312000-0 (Usługi usuwania chwastów),90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń),90500000-2 (Usługi związane z odpadami),90512000-9 (Usługi transportu odpadów)","{'4.3.)': 886861.8, '4.5.5.)': 188163.9, '6.2.)': 209128.32, '6.3.)': 603122.6, '6.4.)': 209128.32, '8.2.)': 209128.32}",5
633,Services,2023/BZP 00002988,True,Usługa utrzymania czystości budynku i posesji Sądu Rejonowego w Krośnie Odrzańskim przy ul. Piastów 10L,"90910000-9 (Usługi sprzątania),90919200-4 (Usługi sprzątania biur),90914000-7 (Usługi sprzątania parkingów)",{},1
634,Services,2023/BZP 00002991,True,Wykonywanie usług kominiarskich w budynkach zarządzanych przez Miejski Zarząd Budynków Mieszkalnych w Kaliszu w podziale na cztery części.,"90915000-4 (Usługi czyszczenia pieców i kominów),71630000-3 (Usługi kontroli i nadzoru technicznego),42521000-4 (Urządzenia do odprowadzania dymu)","{'4.3.)': 628387.13, '4.5.5.)': 132021.4, '6.2.)': 170478.0, '6.3.)': 170478.0, '6.4.)': 170478.0, '8.2.)': 170478.0}",4
635,Works,2023/BZP 00002993,True,Modernizacja infrastruktury edukacyjnej na terenie gminy Wodzisław – II przetarg,"45333000-0 (Roboty instalacyjne gazowe),45231222-7 (Roboty w zakresie zbiorników gazu),45331100-7 (Instalowanie centralnego ogrzewania)","{'4.3.)': 985251.01, '6.2.)': 1009165.51, '6.3.)': 1009165.51, '6.4.)': 1009165.51, '8.2.)': 1009165.51}",1
636,Works,2023/BZP 00002996,True,"Wykonanie remontu czterech lokali (pustostanów) będących w zasobie MZBM w Kaliszu, w podziale na cztery części.","45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45453000-7 (Roboty remontowe i renowacyjne),45410000-4 (Tynkowanie),45421000-4 (Roboty w zakresie stolarki budowlanej),45430000-0 (Pokrywanie podłóg i ścian),45442100-8 (Roboty malarskie),45310000-3 (Roboty instalacyjne elektryczne),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),45333000-0 (Roboty instalacyjne gazowe)","{'4.3.)': 188021.55, '4.5.5.)': 53900.88, '6.2.)': 56669.67, '6.3.)': 56669.67, '6.4.)': 56669.67, '8.2.)': 56669.67}",4
637,Services,2023/BZP 00002999,True,Przewóz dzieci do przedszkola oraz uczniów do szkół podstawowych na terenie gminy Łobez w ramach komunikacji regularnej na podstawie biletów miesięcznych ulgowych uczniowskich,60112000-6 (Usługi w zakresie publicznego transportu drogowego),"{'6.2.)': 741723.6, '6.3.)': 741723.6, '6.4.)': 741723.6, '8.2.)': 741723.6}",1
639,Services,2023/BZP 00003002,True,"Świadczenie usług przeglądów inst. urządzeń gaz., pogotowia techn. dla nagłych zdarzeń oraz usuwanie nieprawidłowości w inst. gaz. w zasobach ZGN Praga-Płd m.st. Wa-wy w 2022-23 r na terenie AN 1 i 6.","50700000-2 (Usługi w zakresie napraw i konserwacji instalacji budynkowych),45333000-0 (Roboty instalacyjne gazowe),45000000-7 (Roboty budowlane)","{'4.3.)': 318832.56, '4.3.1)': 165505.3, '6.3.)': 112746.6}",1
641,Delivery,2023/BZP 00003016,True,Sukcesywna  dostawa artykułów żywnościowych  do Przedszkola Samorządowego nr 2 w Piechowicach od 01.01.2023 – 31.12.2023r.,"15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15200000-0 (Ryby przetworzone i konserwowane),15300000-1 (Owoce, warzywa i podobne produkty),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15500000-3 (Produkty mleczarskie),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),15800000-6 (Różne produkty spożywcze),03142500-3 (Jaja)","{'4.5.5.)': 7030.0, '6.2.)': 9500.0, '6.3.)': 9500.0, '6.4.)': 22136.59, '8.2.)': 22136.59}",6
642,Delivery,2023/BZP 00003020,True,"Zakup migracji i rozszerzenia oprogramowania antywirusowego 
Eset Endpoint Antivirus do pakietu ESET PROTECT Enterprise 
ON-PREM – 300 stanowisk na potrzeby  SZPZOZ im. Dzieci Warszawy",48760000-3 (Pakiety oprogramowania do ochrony antywirusowej),"{'6.2.)': 72006.66, '6.3.)': 75796.55, '6.4.)': 72006.66, '8.2.)': 72006.66}",1
643,Delivery,2023/BZP 00003030,True,Dostawa i dystrybucja energii cieplnej do dwóch lokalizacji Muzeum Warszawy przy Rynku Starego Miasta 28 i przy ul. Srebrnej 12 w Warszawie,"09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa)","{'6.2.)': 543337.9, '6.3.)': 543337.9, '6.4.)': 543337.9, '8.2.)': 543337.9}",1
644,Services,2023/BZP 00003036,True,Wykonywanie usługi kompleksowego sprzątania pomieszczeń biurowych i pomocniczych znajdujących się na II piętrze w budynku przy ul. Żurawiej 6/12 w Warszawie,90910000-9 (Usługi sprzątania),"{'4.3.)': 138931.48, '6.2.)': 101844.0, '6.3.)': 166197.6, '6.4.)': 101844.0, '8.2.)': 101844.0}",1
645,Delivery,2023/BZP 00003050,True,Sukcesywna  dostawa artykułów żywnościowych  do Przedszkola Samorządowego nr 2 w Piechowicach od 01.01.2023 – 31.12.2023r. – Mięso i produkty mięsne,"15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15000000-8 (Żywność, napoje, tytoń i produkty pokrewne)",{'8.2.)': 26112.3},1
