,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
4489,Delivery,2023/BZP 00023056,True,Dostawa paliw do obiektów Gminy Daleszyce w sezonie grzewczym 2022/2023,09111400-4 (Paliwa drzewne),"{'4.3.)': 893078.55, '6.2.)': 756000.0, '6.3.)': 1096200.0, '6.4.)': 756000.0, '8.2.)': 756000.0}",1
4490,Services,2023/BZP 00023059,True,2 postępowanie na usługę utrzymania czystości w pomieszczeniach Zespołu Ośrodków Wsparcia w Lublinie i Środowiskowego Domu Samopomocy Mozaika w Lublinie w roku 2023,90910000-9 (Usługi sprzątania),"{'6.2.)': 409590.0, '6.3.)': 409590.0, '6.4.)': 409590.0, '8.2.)': 409590.0}",1
4491,Services,2023/BZP 00023064,True,Świadczenie specjalistycznych usług opiekuńczych dla osób z zaburzeniami psychicznymi w 2023 r.,85311200-4 (Usługi opieki społecznej dla osób niepełnosprawnych),{'8.2.)': 1307500.0},1
4492,Works,2023/BZP 00023066,True,Budowa odcinka kanalizacji sanitarnej – Bukowiec Górny – Wygoda.,"45231300-8 (Roboty budowlane w zakresie budowy wodociągów i rurociągów do odprowadzania ścieków),45100000-8 (Przygotowanie terenu pod budowę),45110000-1 (Roboty w zakresie burzenia i rozbiórki obiektów budowlanych; roboty ziemne),45232400-6 (Roboty budowlane w zakresie kanałów ściekowych),45310000-3 (Roboty instalacyjne elektryczne),45233120-6 (Roboty w zakresie budowy dróg),45233220-7 (Roboty w zakresie nawierzchni dróg)","{'6.2.)': 4088800.0, '6.3.)': 15682500.0, '6.4.)': 4088800.0, '8.2.)': 4088800.0}",1
4493,Services,2023/BZP 00023072,True,"Serwisowanie urządzeń i instalacji elektrycznych w lokalizacjach Śląskiego OW NFZ w Katowicach, Częstochowie, Rybniku i Piekarach Śląskich","50711000-2 (Usługi w zakresie napraw i konserwacji elektrycznych instalacji budynkowych),50532000-3 (Usługi w zakresie napraw i konserwacji maszyn elektrycznych, aparatury i podobnych urządzeń)","{'4.3.)': 138040.0, '6.2.)': 169789.2, '6.3.)': 169789.2, '6.4.)': 169789.2, '8.2.)': 169789.2}",1
4494,Delivery,2023/BZP 00023075,True,Dostawa szwów chirurgicznych i okulistycznych,33141121-4 (Szwy chirurgiczne),"{'4.5.5.)': 153247.68, '6.2.)': 133057.3, '6.3.)': 133057.3, '6.4.)': 133057.3, '8.2.)': 133057.3}",9
4495,Services,2023/BZP 00023079,True,„Świadczenie kompleksowych usług utrzymania czystości dla Ośrodka Pomocy Społecznej w Chrzanowie w 2023 roku”,"90919200-4 (Usługi sprzątania biur),90611000-3 (Usługi sprzątania ulic),90620000-9 (Usługi odśnieżania),90900000-6 (Usługi w zakresie sprzątania i odkażania),90911200-8 (Usługi sprzątania budynków),90911300-9 (Usługi czyszczenia okien)","{'6.2.)': 134209.8, '6.4.)': 134209.8, '8.2.)': 134209.8}",1
4496,Delivery,2023/BZP 00023082,True,Dostawa artykułów reklamowych dla Samorządu Studentów Politechniki Częstochowskiej,22462000-6 (Materiały reklamowe),"{'4.3.1)': 16260.16, '6.2.)': 17775.22, '6.3.)': 21551.57, '6.4.)': 18873.12, '8.2.)': 18873.12}",1
4497,Works,2023/BZP 00023085,True,"Remont pomieszczeń mieszkalnych w budynku socjalnym nr 22 na terenie Akademickiego Ośrodka Szkoleniowego w Czernicy 89-632 Brusy, dz. nr 20/3 obręb Męci-kał 0015 należącego do AMW– Etap II",45000000-7 (Roboty budowlane),"{'4.3.)': 684551.18, '6.2.)': 841997.95, '6.3.)': 841997.95, '6.4.)': 841997.95, '8.2.)': 841997.95}",1
4498,Services,2023/BZP 00023090,True,Ochrona i monitoring obiektów Centrum Rozwoju Lokalnego w Ostrowcu Świętokrzyskim,"79710000-4 (Usługi ochroniarskie),79711000-1 (Usługi nadzoru przy użyciu alarmu)","{'6.2.)': 129239.7, '6.3.)': 232866.6, '6.4.)': 129239.7, '8.2.)': 129239.7}",1
4499,Services,2023/BZP 00023095,True,Usługa odbioru i przekazania do zagospodarowania niesegregowanych (zmieszanych) odpadów komunalnych,90533000-2 (Usługi gospodarki odpadami),"{'6.2.)': 264092.4, '6.3.)': 264092.4, '6.4.)': 264092.4, '8.2.)': 264092.4}",1
4500,Delivery,2023/BZP 00023099,True,Dostawa sprzętu komputerowego i oprogramowania dla Centrum Kształcenia Zawodowego i Ustawicznego nr 1 w Gdyni i Zespołu Szkół Administracyjno-Ekonomicznych w Gdyni,"30213000-5 (Komputery osobiste),30236000-2 (Różny sprzęt komputerowy),42962000-7 (Urządzenia drukujące i graficzne),39134000-0 (Meble komputerowe),38652100-1 (Projektory),32342412-3 (Głośniki),32420000-3 (Urządzenia sieciowe)","{'4.5.5.)': 103246.11, '6.2.)': 120786.0, '6.3.)': 120786.0, '6.4.)': 120786.0, '8.2.)': 120786.0}",2
4501,Services,2023/BZP 00023106,True,"„Usługa organizacji i realizacji 16 wyjazdów edukacyjnych dla uczniów ramach projektu „Technologie innowacyjne przyszłością ZST w Czartajewie” o 
nr RPPD.03.03.01-20-0261/19”","63511000-4 (Organizacja wycieczek),55100000-1 (Usługi hotelarskie),55300000-3 (Usługi restauracyjne i dotyczące podawania posiłków),60100000-9 (Usługi w zakresie transportu drogowego),60172000-4 (Wynajem autobusów i autokarów wraz z kierowcą)","{'6.2.)': 64300.0, '6.3.)': 114052.2, '6.4.)': 64300.0, '8.2.)': 64300.0}",1
4502,Services,2023/BZP 00023113,True,"Czyszczenie infrastruktury wod-kan, wywóz nieczystości płynnych i osadów oraz udrażnianie kanalizacji sanitarnej.","90470000-2 (Usługi czyszczenia kanałów ściekowych),90640000-5 (Usługi czyszczenia i opróżniania kanałów ściekowych),90000000-7 (Usługi odbioru ścieków, usuwania odpadów, czyszczenia/sprzątania i usługi ekologiczne)","{'6.2.)': 169785.0, '6.3.)': 169785.0}",1
4503,Delivery,2023/BZP 00023115,True,Zakup urządzeń brzegowych oraz dodatkowego rozwiązania ochrony poczty,"48000000-8 (Pakiety oprogramowania i systemy informatyczne),48730000-4 (Pakiety oprogramowania zabezpieczającego),32420000-3 (Urządzenia sieciowe)","{'4.3.)': 415500.0, '4.3.1)': 415000.0, '4.5.5.)': 257500.0, '6.2.)': 370599.0, '6.3.)': 370599.0, '6.4.)': 370599.0, '8.2.)': 370599.0}",2
4504,Delivery,2023/BZP 00023118,True,"SYSTEM ZAMKNIĘTY DO  POBIERANIA KRWI W PAKIETACH I – II  DLA ODDZIAŁÓW SZPITALNYCH, W PAKIECIE III  DLA PRACOWNI SEROLOGII TRANSFUZJOLOGICZNEJ Z BANKIEM KRWI W ZESPOLE OPIEKI ZDROWOTNEJ W DĘBICY","33141300-3 (Urządzenia do nakłuwania żył, pobierania krwi)","{'4.3.)': 454663.0, '4.5.5.)': 23000.0, '6.2.)': 19224.0, '6.3.)': 19224.0, '6.4.)': 19224.0, '8.2.)': 19244.0}",3
4505,Services,2023/BZP 00023124,True,USŁUGI POCZTOWE,64110000-0 (Usługi pocztowe),"{'6.2.)': 429017.7, '6.3.)': 429017.7, '6.4.)': 429017.7, '8.2.)': 429017.7}",1
4506,Delivery,2023/BZP 00023129,True,Kompleksowa dostawa paliwa gazowego,"09123000-7 (Gaz ziemny),65210000-8 (Przesył gazu)","{'4.3.)': 780487.8, '6.2.)': 857446.65, '6.3.)': 857446.65, '6.4.)': 857446.65, '8.2.)': 857446.65}",1
4508,Works,2023/BZP 00023141,True,Konserwacja dróg leśnych w 2023 r. - zamówienie z wolnej ręki do umowy S.271.19.2022,45233141-9 (Roboty w zakresie konserwacji dróg),"{'4.3.)': 80000.0, '8.2.)': 98400.0}",1
4510,Works,2023/BZP 00023143,True,"Wykonanie robót remontowych oraz wykonywanie napraw bieżących w zasobach Agencji Mienia Wojskowego Oddziału Regionalnego w Szczecinie w rejonach Kołobrzeg, Wałcz","45000000-7 (Roboty budowlane),45453000-7 (Roboty remontowe i renowacyjne),45300000-0 (Roboty instalacyjne w budynkach),45310000-3 (Roboty instalacyjne elektryczne),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),45333000-0 (Roboty instalacyjne gazowe),45111300-1 (Roboty rozbiórkowe),71320000-7 (Usługi inżynieryjne w zakresie projektowania)","{'4.3.1)': 1336720.87, '4.5.5.)': 712511.29, '6.2.)': 793215.44, '6.3.)': 793215.44, '6.4.)': 793215.44, '8.2.)': 793215.44}",2
4511,Services,2023/BZP 00023145,True,"Przewóz osób, w tym osób niepełnosprawnych, każdorazowo z miejsca zamieszkania osoby na terenie Gminy Swarzędz do siedziby Dziennego Domu Pomocy w Swarzędzu przy ul. Sienkiewicza 21 i z powrotem.","60172000-4 (Wynajem autobusów i autokarów wraz z kierowcą),60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób)",{'4.3.)': 182407.81},1
4512,Services,2023/BZP 00023148,False,Utrzymanie we właściwym stanie mienia znajdującego się na terenie Mini ZOO i Parku 1000-lecia w Lesznie oraz opieka nad zwierzętami znajdującymi się w Mini ZOO w Parku 1000-lecia w Lesznie w 2023 r.,"77211500-7 (Usługi pielęgnacji drzew),77342000-9 (Przycinanie żywopłotów),77310000-6 (Usługi sadzenia roślin oraz utrzymania terenów zielonych),50800000-3 (Różne usługi w zakresie napraw i konserwacji),85200000-1 (Usługi weterynaryjne)","{'4.3.)': 1318578.86, '6.2.)': 1621843.56, '6.3.)': 1621843.56, '6.4.)': 1621843.56, '8.2.)': 1621843.56}",1
4513,Services,2023/BZP 00023162,True,"Zarządzanie budynkami, budowlami i innymi urządzeniami tworzącymi kompleks Stadionu Miejskiego w Bytowie",70100000-2 (Usługi w zakresie obsługi nieruchomości własnych),"{'4.3.)': 606048.78, '8.2.)': 745440.0}",1
4514,Services,2023/BZP 00023169,True,Bieżące utrzymanie czystości dróg na terenie Gminy Jasień wraz z zabezpieczeniem utrzymania zimowego w roku 2023,"90610000-6 (Usługi sprzątania i zamiatania ulic),90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń)",{},1
4515,Services,2023/BZP 00023172,False,"Odbieranie odpadów komunalnych od właścicieli położonych na terenie
miasta Oświęcim nieruchomości w latach 2023-2024","90500000-2 (Usługi związane z odpadami),90511000-2 (Usługi wywozu odpadów),90511200-4 (Usługi gromadzenia odpadów pochodzących z gospodarstw domowych),90512000-9 (Usługi transportu odpadów),90513200-8 (Usługi wywozu stałych odpadów miejskich),90533000-2 (Usługi gospodarki odpadami)","{'4.3.)': 7468833.5, '6.2.)': 8066357.9, '6.3.)': 8066357.9, '6.4.)': 8066357.9, '8.2.)': 8066357.9}",1
4516,Services,2023/BZP 00023175,True,„Pielęgnacja i wycinanie drzew na terenie Gminy Miejskiej Rumia w 2023 roku”.,"77211400-6 (Usługi wycinania drzew),77211500-7 (Usługi pielęgnacji drzew)","{'4.3.)': 341666.67, '6.2.)': 15893.28, '6.3.)': 15893.28, '6.4.)': 15893.28}",1
4517,Services,2023/BZP 00023182,True,Ubezpieczenia komunikacyjne Powiatu Płockiego oraz podległych jednostek,"66510000-8 (Usługi ubezpieczeniowe),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków),66516100-1 (Usługi ubezpieczenia pojazdów mechanicznych od odpowiedzialności cywilnej)","{'4.3.)': 134673.0, '6.2.)': 110569.0, '6.3.)': 129556.0, '6.4.)': 110569.0, '8.2.)': 110569.0}",1
4518,Delivery,2023/BZP 00023184,True,Zakup samochodu służbowego typu Pickup na potrzeby związane z pozyskaniem oraz administracją,"34100000-8 (Pojazdy silnikowe),34110000-1 (Samochody osobowe),34113000-2 (Pojazdy z napędem na 4 koła)","{'4.3.)': 193000.0, '6.2.)': 235678.29, '6.3.)': 235678.29, '6.4.)': 235678.29, '8.2.)': 235678.29}",1
4519,Delivery,2023/BZP 00023188,True,„Dostawa materiałów zużywalnych do Medrad Stellant oraz wypełniacza do augmentacji fałd głosowych na potrzeby Szpitala Czerniakowskiego sp. z o.o.”,33140000-3 (Materiały medyczne),"{'4.5.5.)': 31740.0, '6.2.)': 34506.0, '6.3.)': 34506.0, '6.4.)': 34506.0, '8.2.)': 34506.0}",2
4521,Services,2023/BZP 00023193,True,"Wywóz, odbiór i utylizacja odpadów komunalnych niesegregowanych i segregowanych oraz specjalnych wytwarzanych w SP ZOZ w Hajnówce.",90500000-2 (Usługi związane z odpadami),"{'4.5.5.)': 274000.0, '6.2.)': 290593.49, '6.3.)': 290593.49, '6.4.)': 290593.49, '8.2.)': 290593.49}",1
4522,Services,2023/BZP 00023198,True,Ekspertyzy oceny wpływu morskiej farmy wiatrowej na systemy obronności państwa oraz na system ochrony granicy państwowej na morzu w zakresie systemów radiolokacyjnych i łączności MON i SG.,71621000-7 (Usługi w zakresie analizy lub konsultacji technicznej),"{'4.3.)': 600000.0, '6.2.)': 615000.0, '6.3.)': 615000.0, '6.4.)': 615000.0, '8.2.)': 615000.0}",1
4523,Services,2023/BZP 00023201,True,"Usługi transmisji danych (łącza światłowodowe), dzierżawy włókien światłowodowych i dostępu do Internetu dla Wojewódzkiego Pogotowia Ratunkowego w Katowicach.","72318000-7 (Usługi przesyłu danych),72400000-4 (Usługi internetowe),64220000-4 (Usługi telekomunikacyjne, z wyjątkiem usług telefonicznych i przesyłu danych)","{'6.2.)': 797070.0, '6.3.)': 797070.0, '6.4.)': 797070.0, '8.2.)': 797070.0}",1
4524,Delivery,2023/BZP 00023208,True,Dostawa taboretów laboratoryjnych,"39113000-7 (Różne siedziska i krzesła),39180000-7 (Meble laboratoryjne)","{'4.3.1)': 239090.5, '6.2.)': 278821.47, '6.3.)': 371804.4, '6.4.)': 278821.47, '8.2.)': 278821.47}",1
4525,Delivery,2023/BZP 00023211,True,DOSTAWA SPRZĘTU LABORATORYJNEGO 3,"33192500-7 (Probówki),38437000-7 (Pipety i akcesoria laboratoryjne)","{'4.3.1)': 79778.0, '4.5.5.)': 15495.0, '6.2.)': 9978.0, '6.3.)': 9978.0, '6.4.)': 9978.0, '8.2.)': 9978.0}",3
4526,Services,2023/BZP 00023215,True,Ochrona fizyczna osób i mienia znajdujących się na nieruchomości przy ul. Lipowej 19 w Obornikach,79710000-4 (Usługi ochroniarskie),"{'6.2.)': 176806.35, '6.3.)': 176806.35, '6.4.)': 176806.35, '8.2.)': 176806.35}",1
4527,Delivery,2023/BZP 00023231,True,Dostawa wyrobów medycznych dla potrzeb Radiologii Zabiegowej Wojewódzkiego Szpitala Zespolonego im. dr. Romana Ostrzyckiego w Koninie,33140000-3 (Materiały medyczne),"{'4.5.5.)': 3991.68, '6.3.)': 9849.6, '6.4.)': 3369.6, '8.2.)': 3369.6, '6.2.)': 3369.6}",9
4529,Delivery,2023/BZP 00023235,True,Dostawa materiałów opatrunkowych oraz materiałów do  sterylizacji,"33141110-4 (Opatrunki),35230000-5 (Rękawy),33191000-5 (Urządzenia sterylizujące, dezynfekcyjne i higieniczne)","{'4.5.5.)': 34020.0, '6.2.)': 40770.0, '6.3.)': 40770.0, '6.4.)': 40770.0, '8.2.)': 40770.0}",24
4532,Services,2023/BZP 00023258,True,Świadczenie kompleksowych usług oświetlenia na terenie Gminy Grudziądz,"50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),09310000-5 (Elektryczność)",{'8.2.)': 396071.84},1
4533,Delivery,2023/BZP 00023263,True,"Zakup i dostawa artykułów spożywczych do Przedszkola Samorządowego nr 2 w Bełchatowie, ul. Paderewskiego 3, w roku 2023.","15500000-3 (Produkty mleczarskie),15800000-6 (Różne produkty spożywcze),03200000-3 (Zboża, ziemniaki, warzywa, owoce i orzechy),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15811000-6 (Pieczywo),15200000-0 (Ryby przetworzone i konserwowane),15112000-6 (Drób)","{'4.3.)': 133221.55, '4.5.5.)': 4462.5, '6.2.)': 4007.5, '6.3.)': 4007.5, '6.4.)': 4007.5, '8.2.)': 4007.5}",5
4534,Works,2023/BZP 00023279,True,Przebudowa infrastruktury drogowej na terenie Gminy Kondratowice - II,"45000000-7 (Roboty budowlane),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45233220-7 (Roboty w zakresie nawierzchni dróg)","{'6.2.)': 1950000.0, '6.3.)': 2636595.8, '6.4.)': 1950000.0, '8.2.)': 1950000.0}",1
4535,Services,2023/BZP 00023281,True,Kursy i szkolenia dla uczniów/uczennic oraz nauczycieli przedmiotów zawodowych,80500000-9 (Usługi szkoleniowe),"{'4.5.5.)': 58500.0, '6.2.)': 18710.0, '6.3.)': 64000.0, '6.4.)': 18710.0, '8.2.)': 18710.0}",2
4536,Services,2023/BZP 00023287,True,Publiczny Transport Zbiorowy organizowany przez Gminę Łubianka,"60112000-6 (Usługi w zakresie publicznego transportu drogowego),60100000-9 (Usługi w zakresie transportu drogowego)","{'6.2.)': 345627.0, '6.3.)': 432372.6, '6.4.)': 345627.0, '8.2.)': 345627.0}",1
4537,Works,2023/BZP 00023293,True,Rozbudowa Szkoły Podstawowej w Chociszewie,45000000-7 (Roboty budowlane),"{'4.3.)': 1674136.94, '6.2.)': 2059188.44, '6.3.)': 2059188.44, '6.4.)': 2059188.44, '8.2.)': 2059188.44}",1
4538,Services,2023/BZP 00023306,True,Dowóz seniorów z terenu Gminy Kolbuszowa do Dziennego Domu „Senior+” w Hucie Przedborskiej,"60000000-8 (Usługi transportowe (z wyłączeniem transportu odpadów)),60100000-9 (Usługi w zakresie transportu drogowego),60170000-0 (Wynajem pojazdów przeznaczonych do transportu osób wraz z kierowcą)","{'4.3.)': 186933.75, '6.2.)': 201920.0, '6.3.)': 201920.0, '6.4.)': 201920.0, '8.2.)': 201920.0}",1
4539,Services,2023/BZP 00023313,True,Świadczenie usług ochrony mienia i osób dla członków Grupy Zakupowej organizowanej przez GPP Sp. z o.o.,79710000-4 (Usługi ochroniarskie),{'8.2.)': 250376.96},1
4540,Delivery,2023/BZP 00023332,True,"Sukcesywna dostawa oleju opałowego oraz oleju napędowego 
na potrzeby Gminy Kobiele Wielkie","09135100-5 (Olej opałowy),09134100-8 (Olej napędowy)","{'4.3.)': 485055.0, '4.5.5.)': 132300.0, '6.2.)': 139104.0, '6.3.)': 146448.0, '6.4.)': 414940.5, '8.2.)': 414940.5}",2
4541,Delivery,2023/BZP 00023338,True,„Dostawa produktów żywnościowych na potrzeby szkół podstawowych z terenu gminy Dalików”,"15800000-6 (Różne produkty spożywcze),15300000-1 (Owoce, warzywa i podobne produkty),03142500-3 (Jaja),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),15500000-3 (Produkty mleczarskie),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15200000-0 (Ryby przetworzone i konserwowane),15894200-3 (Posiłki gotowe),15894000-1 (Przetworzone produkty spożywcze)","{'4.3.)': 317183.87, '4.5.5.)': 22437.0, '6.2.)': 7259.4, '6.3.)': 22449.0, '6.4.)': 7259.4, '8.2.)': 7259.4}",7
4542,Services,2023/BZP 00023344,True,"Nadzór autorski, serwis oprogramowania, asysta techniczna oprogramowania RATUSZ","72253200-5 (Usługi w zakresie wsparcia systemu),72260000-5 (Usługi w zakresie oprogramowania),72267000-4 (Usługi w zakresie konserwacji i napraw oprogramowania),72611000-6 (Usługi w zakresie wsparcia technicznego)","{'6.2.)': 217311.48, '6.3.)': 217311.48, '6.4.)': 217311.48, '8.2.)': 217311.48}",1
4543,Delivery,2023/BZP 00023348,True,"Dostawa środków czystości w 2023 r. do szkół z terenu Gminy Ropczyce, gdzie zastosowano podział na zadania","24955000-3 (Chemiczne preparaty toaletowe),33631600-8 (Środki antyseptyczne i dezynfekcyjne)","{'4.3.)': 157049.75, '4.5.5.)': 11476.7, '6.2.)': 10545.37, '6.3.)': 10545.37, '6.4.)': 10545.37, '8.2.)': 10545.37}",18
4544,Works,2023/BZP 00023350,True,„Budowa toalety publicznej przy ul. Kapłańskiej w Szamotułach”,"45000000-7 (Roboty budowlane),45215500-2 (Toalety publiczne)","{'4.3.)': 250000.0, '6.2.)': 130257.0, '6.3.)': 195877.5, '6.4.)': 130257.0, '8.2.)': 130257.0}",1
4545,Works,2023/BZP 00023369,True,"Budowa pięciu odcinków gminnej sieci wodociągowej na terenie gminy Przecław w miejscowościach: Biały Bór, Tuszyma, Dobrynin, Rzemień, Błonie, Zaborcze, Przecław","45231300-8 (Roboty budowlane w zakresie budowy wodociągów i rurociągów do odprowadzania ścieków),45232150-8 (Roboty w zakresie rurociągów do przesyłu wody),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne)","{'4.3.)': 389691.69, '6.2.)': 348446.7, '6.3.)': 784125.0, '6.4.)': 348446.7, '8.2.)': 348446.7}",1
4546,Delivery,2023/BZP 00023377,True,"Sukcesywne dostawy acetonitrylu dla Katedry Chemii Biologicznej 
i Bioobrazowania Wydziału Chemicznego Politechniki Wrocławskiej",33696300-8 (Odczynniki chemiczne),"{'4.3.1)': 55000.0, '6.2.)': 67650.0, '6.3.)': 67650.0, '6.4.)': 67650.0, '8.2.)': 67650.0}",1
4547,Services,2023/BZP 00023380,True,Wykonywanie druku tygodnika  społeczno-kulturalnego z nadanym 			numerem ISSN 2450-8136,79810000-5 (Usługi drukowania),{},1
4548,Delivery,2023/BZP 00023381,True,Dostawa odczynników i surowic diagnostycznych.,33696500-0 (Odczynniki laboratoryjne),"{'4.3.1)': 240663.8, '4.5.5.)': 2799.36, '6.2.)': 3078.0, '6.3.)': 3078.0, '6.4.)': 3078.0, '8.2.)': 3078.0}",7
4549,Delivery,2023/BZP 00023384,True,Zakup sprzętu komputerowego.,30200000-1 (Urządzenia komputerowe),"{'6.2.)': 17975.25, '6.3.)': 271281.7, '6.4.)': 185056.69, '8.2.)': 185056.69}",1
4550,Services,2023/BZP 00023386,True,Przygotowanie i dostawa posiłków dla uczniów Szkoły Podstawowej im. Jana Pawła II w Gołkowicach w okresie od stycznia do czerwca 2023 r.,"55524000-9 (Usługi dostarczania posiłków do szkół),55321000-6 (Usługi przygotowywania posiłków)","{'4.3.)': 285657.6, '4.3.1)': 154318.08, '6.2.)': 162033.98, '6.3.)': 162033.98, '6.4.)': 162033.98, '8.2.)': 162033.98}",1
4553,Services,2023/BZP 00023406,True,Świadczenie usługi oświetleniowej na terenie Gminy i Miasta Czerwionka-Leszczyny w roku 2023,50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'4.3.)': 735602.4, '6.2.)': 912590.88, '6.3.)': 912590.88, '6.4.)': 912590.88, '8.2.)': 912590.88}",1
4554,Delivery,2023/BZP 00023409,True,"Dostawa energii cieplnej (sprzedaż, przesyłanie i dystrybucja)  do budynku Młodzieżowego Domu Kultury w Koninie, ul. Przemysłowa 3d, 62-510 Konin","09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa),09320000-8 (Para, gorąca woda i podobne produkty)",{},1
4555,Services,2023/BZP 00023418,True,Odbiór i zagospodarowanie odpadów komunalnych z terenu nieruchomości zamieszkałych położonych na terenie Gminy Leśna Podlaska w 2023 r.,"90500000-2 (Usługi związane z odpadami),90512000-9 (Usługi transportu odpadów),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90533000-2 (Usługi gospodarki odpadami),90514000-3 (Usługi recyklingu odpadów)","{'4.3.)': 731112.04, '6.2.)': 789600.96, '6.3.)': 789600.96, '6.4.)': 789600.96, '8.2.)': 789600.96}",1
4556,Works,2023/BZP 00023420,True,Rozbudowa Szkoły Podstawowej w Chociszewie - etap II,45000000-7 (Roboty budowlane),"{'4.3.)': 4335000.0, '6.2.)': 4335000.0, '6.3.)': 4577000.0, '6.4.)': 43350000.0, '8.2.)': 4335000.0}",1
4557,Services,2023/BZP 00023439,True,"Świadczenie pogwarancyjnych usług, serwisu, przeglądów i napraw autobusów eksploatowanych w Jarocińskich Liniach Autobusowych Sp. z o.o.",50113000-0 (Usługi w zakresie napraw i konserwacji autobusów),"{'6.2.)': 1033200.0, '6.3.)': 1033200.0, '6.4.)': 1033200.0, '8.2.)': 1033200.0}",1
4558,Delivery,2023/BZP 00023442,True,Dostawa oleju napędowego grzewczego do budynków Miejskiego Centrum Kultury i Sportu w Jaworznie,09135100-5 (Olej opałowy),{},1
4559,Services,2023/BZP 00023443,True,Przygotowanie i dostawa posiłków dla uczniów Szkoły Podstawowej Nr 1 im. ks. prof. Józefa Tischnera w Starym Sączu w okresie od stycznia do czerwca 2023 r.,"55524000-9 (Usługi dostarczania posiłków do szkół),55321000-6 (Usługi przygotowywania posiłków)","{'4.3.1)': 122516.0, '6.2.)': 128620.0, '6.3.)': 128620.0, '6.4.)': 128620.0, '8.2.)': 128620.0}",1
4560,Services,2023/BZP 00023445,True,Świadczenie usług schronienia dla bezdomnych mężczyzn na 2023 rok,"85311000-2 (Usługi opieki społecznej obejmujące miejsca noclegowe),55270000-3 (Usługi świadczone przez placówki oferujące wyżywienie i miejsca noclegowe)","{'6.2.)': 730000.0, '6.3.)': 730000.0, '6.4.)': 730000.0, '8.2.)': 730000.0}",1
